Size_MB,Lifetime
523.836,927
1387.56,2
0.00390625,3
523.836,1
1387.56,922
1387.56,4
0.00390625,2
0.00390625,1
0.00390625,1
1387.56,923
0.00390625,923
0.00390625,1
0.00390625,1
1387.56,1
0.00390625,1
1387.56,2
1350.56,2
0.0351562,3
1387.56,3
1350.56,913
1350.56,4
0.00390625,2
0.00390625,1
0.00390625,1
1350.56,914
0.00390625,914
0.00390625,1
0.00390625,1
1350.56,1
0.00390625,1
1350.56,2
2701.12,2
0.0703125,3
1350.56,3
2701.12,904
2701.12,4
0.00390625,2
0.00390625,1
0.00390625,1
2701.12,905
0.00390625,905
0.00390625,1
0.00390625,1
2701.12,1
0.00390625,1
2701.12,2
666.125,898
2701.12,2
832.656,2
0.0195312,3
666.125,3
832.656,893
832.656,4
0.00390625,2
0.00390625,1
0.00390625,1
832.656,894
0.00390625,894
0.00390625,1
0.00390625,1
832.656,1
0.00390625,1
832.656,2
1890.38,2
0.527344,3
832.656,3
1890.38,884
1890.38,4
0.00390625,2
0.00390625,1
0.00390625,1
1890.38,885
0.00390625,885
0.00390625,1
0.00390625,1
1890.38,1
0.00390625,1
1890.38,2
459.375,877
1890.38,2
153.125,2
0.046875,3
459.375,4
153.125,872
153.125,4
0.00390625,2
0.00390625,1
0.00390625,1
153.125,873
0.00390625,873
0.00390625,1
0.00390625,1
153.125,1
0.00390625,1
153.125,2
114.844,2
0.0351562,3
459.375,9
114.844,863
114.844,4
0.00390625,2
0.00390625,1
0.00390625,1
114.844,864
0.00390625,864
0.00390625,1
0.00390625,1
114.844,1
0.00390625,1
114.844,2
153.125,2
0.292969,3
114.844,3
153.125,854
153.125,4
0.00390625,2
0.00390625,1
0.00390625,1
153.125,855
0.00390625,855
0.00390625,1
0.00390625,1
153.125,1
0.00390625,1
153.125,2
153.125,2
0.046875,3
459.375,21
153.125,845
153.125,4
0.00390625,2
0.00390625,1
0.00390625,1
153.125,846
0.00390625,846
0.00390625,1
0.00390625,1
153.125,1
0.00390625,1
153.125,2
229.688,2
0.210938,3
153.125,3
229.688,836
229.688,4
0.00390625,2
0.00390625,1
0.00390625,1
229.688,837
0.00390625,837
0.00390625,1
0.00390625,1
229.688,1
0.00390625,1
229.688,2
229.688,2
0.316406,3
229.688,3
229.688,827
229.688,4
0.00390625,2
0.00390625,1
0.00390625,1
229.688,828
0.00390625,828
0.00390625,1
0.00390625,1
229.688,1
0.00390625,1
229.688,2
459.375,821
459.375,38
76.5625,2
0.0234375,3
459.375,3
76.5625,816
76.5625,4
0.00390625,2
0.00390625,1
0.00390625,1
76.5625,817
0.00390625,817
0.00390625,1
0.00390625,1
76.5625,1
0.00390625,1
76.5625,2
153.125,39
153.125,27
229.688,9
76.5625,2
612.5,809
153.125,2
0.0625,3
612.5,4
153.125,804
153.125,4
0.00390625,2
0.00390625,1
0.00390625,1
153.125,805
0.00390625,805
0.00390625,1
0.00390625,1
153.125,1
0.00390625,1
153.125,2
114.844,2
0.046875,3
612.5,9
114.844,795
114.844,4
0.00390625,2
0.00390625,1
0.00390625,1
114.844,796
0.00390625,796
0.00390625,1
0.00390625,1
114.844,1
0.00390625,1
114.844,2
153.125,2
0.292969,3
114.844,3
153.125,786
153.125,4
0.00390625,2
0.00390625,1
0.00390625,1
153.125,787
0.00390625,787
0.00390625,1
0.00390625,1
153.125,1
0.00390625,1
153.125,2
153.125,2
0.0625,3
612.5,21
153.125,777
153.125,4
0.00390625,2
0.00390625,1
0.00390625,1
153.125,778
0.00390625,778
0.00390625,1
0.00390625,1
153.125,1
0.00390625,1
153.125,2
229.688,2
0.210938,3
153.125,3
229.688,768
229.688,4
0.00390625,2
0.00390625,1
0.00390625,1
229.688,769
0.00390625,769
0.00390625,1
0.00390625,1
229.688,1
0.00390625,1
229.688,2
229.688,2
0.316406,3
229.688,3
229.688,759
229.688,4
0.00390625,2
0.00390625,1
0.00390625,1
229.688,760
0.00390625,760
0.00390625,1
0.00390625,1
229.688,1
0.00390625,1
229.688,2
612.5,753
612.5,38
153.125,2
0.0625,3
612.5,3
153.125,748
153.125,4
0.00390625,2
0.00390625,1
0.00390625,1
153.125,749
0.00390625,749
0.00390625,1
0.00390625,1
153.125,1
0.00390625,1
153.125,2
153.125,39
153.125,27
229.688,9
153.125,2
689.062,741
153.125,2
0.0703125,3
689.062,4
153.125,736
153.125,4
0.00390625,2
0.00390625,1
0.00390625,1
153.125,737
0.00390625,737
0.00390625,1
0.00390625,1
153.125,1
0.00390625,1
153.125,2
114.844,2
0.0546875,3
689.062,9
114.844,727
114.844,4
0.00390625,2
0.00390625,1
0.00390625,1
114.844,728
0.00390625,728
0.00390625,1
0.00390625,1
114.844,1
0.00390625,1
114.844,2
153.125,2
0.292969,3
114.844,3
153.125,718
153.125,4
0.00390625,2
0.00390625,1
0.00390625,1
153.125,719
0.00390625,719
0.00390625,1
0.00390625,1
153.125,1
0.00390625,1
153.125,2
153.125,2
0.0703125,3
689.062,21
153.125,709
153.125,4
0.00390625,2
0.00390625,1
0.00390625,1
153.125,710
0.00390625,710
0.00390625,1
0.00390625,1
153.125,1
0.00390625,1
153.125,2
229.688,2
0.210938,3
153.125,3
229.688,700
229.688,4
0.00390625,2
