Size_MB,Lifetime
1833.42,927
4856.47,2
0.00390625,3
1833.42,1
4856.47,922
4856.47,4
0.00390625,2
0.00390625,1
0.00390625,1
4856.47,923
0.00390625,923
0.00390625,1
0.00390625,1
4856.47,1
0.00390625,1
4856.47,2
4726.97,2
0.0351562,3
4856.47,3
4726.97,913
4726.97,4
0.00390625,2
0.00390625,1
0.00390625,1
4726.97,914
0.00390625,914
0.00390625,1
0.00390625,1
4726.97,1
0.00390625,1
4726.97,2
9453.94,2
0.0703125,3
4726.97,3
9453.94,904
9453.94,4
0.00390625,2
0.00390625,1
0.00390625,1
9453.94,905
0.00390625,905
0.00390625,1
0.00390625,1
9453.94,1
0.00390625,1
9453.94,2
2331.44,898
9453.94,2
2914.3,2
0.0195312,3
2331.44,3
2914.3,893
2914.3,4
0.00390625,2
0.00390625,1
0.00390625,1
2914.3,894
0.00390625,894
0.00390625,1
0.00390625,1
2914.3,1
0.00390625,1
2914.3,2
6616.31,2
0.527344,3
2914.3,3
6616.31,884
6616.31,4
0.00390625,2
0.00390625,1
0.00390625,1
6616.31,885
0.00390625,885
0.00390625,1
0.00390625,1
6616.31,1
0.00390625,1
6616.31,2
1607.81,877
6616.31,2
535.938,2
0.046875,3
1607.81,4
535.938,872
535.938,4
0.00390625,2
0.00390625,1
0.00390625,1
535.938,873
0.00390625,873
0.00390625,1
0.00390625,1
535.938,1
0.00390625,1
535.938,2
401.953,2
0.0351562,3
1607.81,9
401.953,863
401.953,4
0.00390625,2
0.00390625,1
0.00390625,1
401.953,864
0.00390625,864
0.00390625,1
0.00390625,1
401.953,1
0.00390625,1
401.953,2
535.938,2
0.292969,3
401.953,3
535.938,854
535.938,4
0.00390625,2
0.00390625,1
0.00390625,1
535.938,855
0.00390625,855
0.00390625,1
0.00390625,1
535.938,1
0.00390625,1
535.938,2
535.938,2
0.046875,3
1607.81,21
535.938,845
535.938,4
0.00390625,2
0.00390625,1
0.00390625,1
535.938,846
0.00390625,846
0.00390625,1
0.00390625,1
535.938,1
0.00390625,1
535.938,2
803.906,2
0.210938,3
535.938,3
803.906,836
803.906,4
0.00390625,2
0.00390625,1
0.00390625,1
803.906,837
0.00390625,837
0.00390625,1
0.00390625,1
803.906,1
0.00390625,1
803.906,2
803.906,2
0.316406,3
803.906,3
803.906,827
803.906,4
0.00390625,2
0.00390625,1
0.00390625,1
803.906,828
0.00390625,828
0.00390625,1
0.00390625,1
803.906,1
0.00390625,1
803.906,2
1607.81,821
1607.81,38
267.969,2
0.0234375,3
1607.81,3
267.969,816
267.969,4
0.00390625,2
0.00390625,1
0.00390625,1
267.969,817
0.00390625,817
0.00390625,1
0.00390625,1
267.969,1
0.00390625,1
267.969,2
535.938,39
535.938,27
803.906,9
267.969,2
2143.75,809
535.938,2
0.0625,3
2143.75,4
535.938,804
535.938,4
0.00390625,2
0.00390625,1
0.00390625,1
535.938,805
0.00390625,805
0.00390625,1
0.00390625,1
535.938,1
0.00390625,1
535.938,2
401.953,2
0.046875,3
2143.75,9
401.953,795
401.953,4
0.00390625,2
0.00390625,1
0.00390625,1
401.953,796
0.00390625,796
0.00390625,1
0.00390625,1
401.953,1
0.00390625,1
401.953,2
535.938,2
0.292969,3
401.953,3
535.938,786
535.938,4
0.00390625,2
0.00390625,1
0.00390625,1
535.938,787
0.00390625,787
0.00390625,1
0.00390625,1
535.938,1
0.00390625,1
535.938,2
535.938,2
0.0625,3
2143.75,21
535.938,777
535.938,4
0.00390625,2
0.00390625,1
0.00390625,1
535.938,778
0.00390625,778
0.00390625,1
0.00390625,1
535.938,1
0.00390625,1
535.938,2
803.906,2
0.210938,3
535.938,3
803.906,768
803.906,4
0.00390625,2
0.00390625,1
0.00390625,1
803.906,769
0.00390625,769
0.00390625,1
0.00390625,1
803.906,1
0.00390625,1
803.906,2
803.906,2
0.316406,3
803.906,3
803.906,759
803.906,4
0.00390625,2
0.00390625,1
0.00390625,1
803.906,760
0.00390625,760
0.00390625,1
0.00390625,1
803.906,1
0.00390625,1
803.906,2
2143.75,753
2143.75,38
535.938,2
0.0625,3
2143.75,3
535.938,748
535.938,4
0.00390625,2
0.00390625,1
0.00390625,1
535.938,749
0.00390625,749
0.00390625,1
0.00390625,1
535.938,1
0.00390625,1
535.938,2
535.938,39
535.938,27
803.906,9
535.938,2
2411.72,741
535.938,2
0.0703125,3
2411.72,4
535.938,736
535.938,4
0.00390625,2
0.00390625,1
0.00390625,1
535.938,737
0.00390625,737
0.00390625,1
0.00390625,1
535.938,1
0.00390625,1
535.938,2
401.953,2
0.0546875,3
2411.72,9
401.953,727
401.953,4
0.00390625,2
0.00390625,1
0.00390625,1
401.953,728
0.00390625,728
0.00390625,1
0.00390625,1
401.953,1
0.00390625,1
401.953,2
535.938,2
0.292969,3
401.953,3
535.938,718
535.938,4
0.00390625,2
0.00390625,1
0.00390625,1
535.938,719
0.00390625,719
0.00390625,1
0.00390625,1
535.938,1
0.00390625,1
535.938,2
535.938,2
0.0703125,3
2411.72,21
535.938,709
535.938,4
0.00390625,2
0.00390625,1
0.00390625,1
535.938,710
0.00390625,710
0.00390625,1
0.00390625,1
535.938,1
0.00390625,1
535.938,2
803.906,2
0.210938,3
535.938,3
803.906,700
803.906,4
0.00390625,2
0.00390625,1
0.00390625,1
803.906,701
0.00390625,701
0.00390625,1
0.00390625,1
803.906,1
0.00390625,1
803.906,2
803.906,2
0.316406,3
803.906,3
803.906,691
803.906,4
0.00390625,2
0.00390625,1
0.00390625,1
803.906,692
0.00390625,692
0.00390625,1
0.00390625,1
803.906,1
0.00390625,1
803.906,2
2411.72,685
2411.72,38
535.938,2
0.0703125,3
2411.72,3
535.938,680
535.938,4
0.00390625,2
0.00390625,1
0.00390625,1
535.938,681
0.00390625,681
0.00390625,1
0.00390625,1
535.938,1
0.00390625,1
535.938,2
535.938,39
535.938,27
803.906,9
535.938,2
2411.72,673
758.625,2
3.79688,3
2411.72,4
758.625,668
758.625,4
0.00390625,2
0.00390625,1
0.00390625,1
758.625,669
0.00390625,669
0.00390625,1
0.00390625,1
758.625,1
0.00390625,1
758.625,2
535.938,2
0.0703125,3
2411.72,9
535.938,659
535.938,4
0.00390625,2
0.00390625,1
0.00390625,1
535.938,660
0.00390625,660
0.00390625,1
0.00390625,1
535.938,1
0.00390625,1
535.938,2
803.906,2
0.210938,3
535.938,3
803.906,650
803.906,4
0.00390625,2
0.00390625,1
0.00390625,1
803.906,651
0.00390625,651
0.00390625,1
0.00390625,1
803.906,1
0.00390625,1
803.906,2
189.656,2
0.316406,3
803.906,3
189.656,641
189.656,4
0.00390625,2
0.00390625,1
0.00390625,1
189.656,642
0.00390625,642
0.00390625,1
0.00390625,1
189.656,1
0.00390625,1
189.656,2
568.969,2
2411.72,26
758.625,21
189.656,3
568.969,2
1517.25,632
379.312,2
0.5625,3
1517.25,4
379.312,627
379.312,4
0.00390625,2
0.00390625,1
0.00390625,1
379.312,628
0.00390625,628
0.00390625,1
0.00390625,1
379.312,1
0.00390625,1
379.312,2
252.875,2
0.375,3
1517.25,9
252.875,618
252.875,4
0.00390625,2
0.00390625,1
0.00390625,1
252.875,619
0.00390625,619
0.00390625,1
0.00390625,1
252.875,1
0.00390625,1
252.875,2
252.875,2
0.4375,3
252.875,3
252.875,609
252.875,4
0.00390625,2
0.00390625,1
0.00390625,1
252.875,610
0.00390625,610
