Size_MB,Lifetime
216.75,3
216.75,573
216.75,4
0.00390625,2
0.00390625,1
0.00390625,1
216.75,574
0.00390625,574
0.00390625,1
0.00390625,1
216.75,1
0.00390625,1
216.75,2
216.75,2
0.4375,3
216.75,3
216.75,564
216.75,4
0.00390625,2
0.00390625,1
0.00390625,1
216.75,565
0.00390625,565
0.00390625,1
0.00390625,1
216.75,1
0.00390625,1
216.75,2
325.125,2
0.65625,3
216.75,3
325.125,555
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,556
0.00390625,556
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
1300.5,549
1300.5,56
325.125,2
0.5625,3
1300.5,3
325.125,544
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,545
0.00390625,545
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,57
325.125,39
325.125,9
325.125,2
1300.5,537
325.125,2
0.5625,3
1300.5,4
325.125,532
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,533
0.00390625,533
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
270.938,2
0.46875,3
1300.5,9
270.938,523
270.938,4
0.00390625,2
0.00390625,1
0.00390625,1
270.938,524
0.00390625,524
0.00390625,1
0.00390625,1
270.938,1
0.00390625,1
270.938,2
270.938,2
0.683594,3
270.938,3
270.938,514
270.938,4
0.00390625,2
0.00390625,1
0.00390625,1
270.938,515
0.00390625,515
0.00390625,1
0.00390625,1
270.938,1
0.00390625,1
270.938,2
325.125,2
0.820312,3
270.938,3
325.125,505
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,506
0.00390625,506
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
270.938,2
0.46875,3
1300.5,27
270.938,496
270.938,4
0.00390625,2
0.00390625,1
0.00390625,1
270.938,497
0.00390625,497
0.00390625,1
0.00390625,1
270.938,1
0.00390625,1
270.938,2
270.938,2
0.683594,3
270.938,3
270.938,487
270.938,4
0.00390625,2
0.00390625,1
0.00390625,1
270.938,488
0.00390625,488
0.00390625,1
0.00390625,1
270.938,1
0.00390625,1
270.938,2
270.938,2
0.683594,3
270.938,3
270.938,478
270.938,4
0.00390625,2
0.00390625,1
0.00390625,1
270.938,479
0.00390625,479
0.00390625,1
0.00390625,1
270.938,1
0.00390625,1
270.938,2
270.938,2
0.683594,3
270.938,3
270.938,469
270.938,4
0.00390625,2
0.00390625,1
0.00390625,1
270.938,470
0.00390625,470
0.00390625,1
0.00390625,1
270.938,1
0.00390625,1
270.938,2
325.125,2
0.820312,3
270.938,3
325.125,460
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,461
0.00390625,461
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
1300.5,454
1300.5,56
325.125,2
0.5625,3
1300.5,3
325.125,449
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,450
0.00390625,450
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,57
325.125,39
325.125,9
325.125,2
1300.5,442
325.125,2
0.5625,3
1300.5,4
325.125,437
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,438
0.00390625,438
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
270.938,2
0.46875,3
1300.5,9
270.938,428
270.938,4
0.00390625,2
0.00390625,1
0.00390625,1
270.938,429
0.00390625,429
0.00390625,1
0.00390625,1
270.938,1
0.00390625,1
270.938,2
270.938,2
0.683594,3
270.938,3
270.938,419
270.938,4
0.00390625,2
0.00390625,1
0.00390625,1
270.938,420
0.00390625,420
0.00390625,1
0.00390625,1
270.938,1
0.00390625,1
270.938,2
325.125,2
0.820312,3
270.938,3
325.125,410
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,411
0.00390625,411
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
270.938,2
0.46875,3
1300.5,27
270.938,401
270.938,4
0.00390625,2
0.00390625,1
0.00390625,1
270.938,402
0.00390625,402
0.00390625,1
0.00390625,1
270.938,1
0.00390625,1
270.938,2
270.938,2
0.683594,3
270.938,3
270.938,392
270.938,4
0.00390625,2
0.00390625,1
0.00390625,1
270.938,393
0.00390625,393
0.00390625,1
0.00390625,1
270.938,1
0.00390625,1
270.938,2
270.938,2
0.683594,3
270.938,3
270.938,383
270.938,4
0.00390625,2
0.00390625,1
0.00390625,1
270.938,384
0.00390625,384
0.00390625,1
0.00390625,1
270.938,1
0.00390625,1
270.938,2
270.938,2
0.683594,3
270.938,3
270.938,374
270.938,4
0.00390625,2
0.00390625,1
0.00390625,1
270.938,375
0.00390625,375
0.00390625,1
0.00390625,1
270.938,1
0.00390625,1
270.938,2
325.125,2
0.820312,3
270.938,3
325.125,365
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,366
0.00390625,366
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
1300.5,359
1300.5,56
325.125,2
0.5625,3
1300.5,3
325.125,354
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,355
0.00390625,355
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,57
325.125,39
325.125,9
325.125,2
1300.5,347
325.125,2
0.5625,3
1300.5,4
325.125,342
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,343
0.00390625,343
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,2
0.5625,3
1300.5,9
325.125,333
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,334
0.00390625,334
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,2
0.984375,3
325.125,3
325.125,324
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,325
0.00390625,325
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,2
0.984375,3
325.125,3
325.125,315
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,316
0.00390625,316
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,2
0.5625,3
1300.5,27
325.125,306
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,307
0.00390625,307
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,2
0.984375,3
325.125,3
325.125,297
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,298
0.00390625,298
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,2
0.984375,3
325.125,3
325.125,288
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,289
0.00390625,289
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,2
0.984375,3
325.125,3
325.125,279
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,280
0.00390625,280
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,2
0.984375,3
325.125,3
325.125,270
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,271
0.00390625,271
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
1300.5,264
1300.5,56
325.125,2
0.5625,3
1300.5,3
325.125,259
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,260
0.00390625,260
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,57
325.125,39
325.125,9
325.125,2
1300.5,252
325.125,2
0.5625,3
1300.5,4
325.125,247
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,248
0.00390625,248
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
120,2
2.10938,3
325.125,3
120,238
120,4
0.00390625,2
0.00390625,1
0.00390625,1
120,239
0.00390625,239
0.00390625,1
0.00390625,1
120,1
0.00390625,1
120,2
325.125,2
0.5625,3
1300.5,15
325.125,229
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,230
0.00390625,230
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,2
0.984375,3
325.125,3
325.125,220
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,221
0.00390625,221
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
325.125,2
0.984375,3
325.125,3
325.125,211
325.125,4
0.00390625,2
0.00390625,1
0.00390625,1
325.125,212
0.00390625,212
0.00390625,1
0.00390625,1
325.125,1
0.00390625,1
325.125,2
72,2
1.26562,3
325.125,3
72,202
72,4
0.00390625,2
0.00390625,1
0.00390625,1
72,203
0.00390625,203
0.00390625,1
0.00390625,1
72,1
0.00390625,1
72,2
288,2
1300.5,38
120,27
72,3
288,2
480,193
120,2
1.5625,3
480,4
120,188
120,4
0.00390625,2
0.00390625,1
0.00390625,1
120,189
0.00390625,189
0.00390625,1
0.00390625,1
120,1
0.00390625,1
120,2
144,2
1.875,3
480,9
144,179
144,4
0.00390625,2
0.00390625,1
0.00390625,1
144,180
0.00390625,180
0.00390625,1
0.00390625,1
144,1
0.00390625,1
144,2
144,2
1.6875,3
144,4
144,169
144,4
0.00390625,2
0.00390625,1
0.00390625,1
144,170
0.00390625,170
0.00390625,1
0.00390625,1
144,1
0.00390625,1
144,2
144,2
1.6875,3
144,9
144,160
144,4
0.00390625,2
0.00390625,1
0.00390625,1
144,161
0.00390625,161
0.00390625,1
0.00390625,1
144,1
0.00390625,1
144,2
144,8
144,2
288,19
168,2
2.1875,3
480,29
168,149
168,4
0.00390625,2
0.00390625,1
0.00390625,1
168,150
0.00390625,150
0.00390625,1
0.00390625,1
168,1
0.00390625,1
168,2
144,2
5.90625,3
168,3
144,140
144,4
0.00390625,2
0.00390625,1
0.00390625,1
144,141
0.00390625,141
0.00390625,1
0.00390625,1
144,1
0.00390625,1
144,2
144,2
1.6875,3
144,4
144,130
144,4
0.00390625,2
0.00390625,1
0.00390625,1
144,131
0.00390625,131
0.00390625,1
0.00390625,1
144,1
0.00390625,1
144,2
144,2
1.6875,3
144,9
144,121
144,4
0.00390625,2
0.00390625,1
0.00390625,1
144,122
0.00390625,122
0.00390625,1
0.00390625,1
144,1
0.00390625,1
144,2
144,8
144,2
288,6
480,113
480,54
72,2
0.9375,3
480,3
72,108
72,4
0.00390625,2
0.00390625,1
0.00390625,1
72,109
0.00390625,109
0.00390625,1
0.00390625,1
72,1
0.00390625,1
72,2
120,55
288,35
288,9
72,2
768,101
120,2
2.5,3
768,4
120,96
120,4
0.00390625,2
0.00390625,1
0.00390625,1
120,97
0.00390625,97
0.00390625,1
0.00390625,1
120,1
0.00390625,1
120,2
144,2
3,3
768,9
144,87
144,4
0.00390625,2
0.00390625,1
0.00390625,1
144,88
0.00390625,88
0.00390625,1
0.00390625,1
144,1
0.00390625,1
144,2
144,2
1.6875,3
144,4
144,77
144,4
0.00390625,2
0.00390625,1
0.00390625,1
144,78
0.00390625,78
0.00390625,1
0.00390625,1
144,1
0.00390625,1
144,2
144,2
1.6875,3
144,9
144,68
144,4
0.00390625,2
0.00390625,1
0.00390625,1
144,69
0.00390625,69
0.00390625,1
0.00390625,1
144,1
0.00390625,1
144,2
144,8
144,2
288,19
168,2
3.5,3
768,29
168,57
168,4
0.00390625,2
0.00390625,1
0.00390625,1
168,58
0.00390625,58
0.00390625,1
0.00390625,1
168,1
0.00390625,1
168,2
144,2
5.90625,3
168,3
144,48
144,4
0.00390625,2
0.00390625,1
0.00390625,1
144,49
0.00390625,49
0.00390625,1
0.00390625,1
144,1
0.00390625,1
144,2
144,2
1.6875,3
144,4
144,38
144,4
0.00390625,2
0.00390625,1
0.00390625,1
144,39
0.00390625,39
0.00390625,1
0.00390625,1
144,1
0.00390625,1
144,2
144,2
1.6875,3
144,9
144,29
144,4
0.00390625,2
0.00390625,1
0.00390625,1
144,30
0.00390625,30
0.00390625,1
0.00390625,1
144,1
0.00390625,1
144,2
144,8
144,2
288,6
768,21
768,54
72,2
1.5,3
768,3
72,16
72,4
0.00390625,2
0.00390625,1
0.00390625,1
72,17
0.00390625,17
0.00390625,1
0.00390625,1
72,1
0.00390625,1
72,2
120,55
288,35
288,9
72,2
768,12
12,2
768,2
12,9
12,6
12,2
5.85938,2
12,3
7.8125,3
0.00390625,2
5.85938,5
0.132812,3
8214.41,3
12155.1,4
128,3
2498.5,4
1837.55,3
1722.7,3
804.203,3
1837.55,3
1148.65,3
1378.45,4
1607.84,4
2296.94,3
2182.08,3
804.203,3
2296.94,3
1148.65,3
1378.45,4
2296.94,4
2526.64,3
2411.77,3
804.203,3
2526.64,3
1148.65,3
1378.45,4
2526.64,4
2721.24,3
2526.64,3
1148.65,3
851.945,5
1626.19,3
1517.63,3
433.941,3
217.41,3
1517.63,3
217.191,3
433.941,3
217.191,3
542.535,4
1626.19,4
1626.19,3
1571.91,3
542.562,3
271.762,3
1571.91,3
271.625,3
542.562,3
271.625,3
596.887,4
1626.19,4
1626.19,3
1571.91,3
542.562,3
271.762,3
1571.91,3
271.625,3
542.562,3
271.625,3
596.887,4
1626.19,4
1626.19,3
1626.19,3
651.238,3
326.113,3
1626.19,3
326.113,3
651.238,3
326.113,3
651.238,4
1626.19,4
1626.19,3
327.238,3
1626.19,3
651.238,3
326.113,3
326.395,5
481.566,3
481.879,3
145.691,3
145.691,4
482.191,3
317.91,3
145.691,3
145.691,5
480.941,4
770.504,3
771.004,3
145.691,3
145.691,4
771.504,3
317.91,3
145.691,3
145.691,5
769.504,5
0.375,8
0.375,6
844.504,8
301.504,1
289.691,5
301.504,1
289.691,6
323.91,1
317.91,5
955.504,1
128,6
301.504,1
289.691,5
301.504,1
289.691,6
915.004,1
128,5
914.504,1
128,7
556.691,8
301.504,1
289.691,5
301.504,1
289.691,6
323.91,1
317.91,5
667.691,1
128,6
301.504,1
289.691,5
301.504,1
289.691,6
627.754,1
128,5
603.441,1
128,8
422.895,1
398.395,5
660.098,1
651.238,5
662.238,1
651.238,5
1635.75,1
1626.19,5
457.738,1
447.238,5
1635.75,1
1626.19,7
1635.75,1
1626.19,6
662.238,1
651.238,5
660.098,1
651.238,5
662.238,1
651.238,5
660.098,1
651.238,5
1635.75,1
1626.19,5
660.098,1
651.238,5
662.238,1
651.238,5
1635.75,1
1626.19,5
1635.75,1
1626.19,7
1635.75,1
1626.19,6
609.262,1
596.887,5
545.98,1
542.562,5
545.98,1
542.562,5
545.98,1
542.562,5
1579.88,1
1571.91,5
600.988,1
596.887,5
545.98,1
542.562,5
1579.88,1
1571.91,5
1635.75,1
1626.19,7
1635.75,1
1626.19,6
609.262,1
596.887,5
545.98,1
542.562,5
545.98,1
542.562,5
545.98,1
542.562,5
1579.88,1
1571.91,5
600.988,1
596.887,5
545.98,1
542.562,5
1579.88,1
1571.91,5
1635.75,1
1626.19,7
1635.75,1
1626.19,6
552.379,1
542.535,5
440.504,1
433.941,5
440.504,1
433.941,5
440.504,1
433.941,5
1524,1
1517.63,5
552.379,1
542.535,5
440.504,1
433.941,5
1524,1
1517.63,5
1635.75,1
1626.19,8
856.691,1
851.945,5
1152.87,1
1148.65,5
108,1
2526.64,5
2764.55,1
2721.24,7
108,1
2526.64,6
1383.19,1
1378.45,5
1152.87,1
1148.65,5
108,1
2526.64,5
809.477,1
804.203,5
81,1
2067.25,5
108,1
2526.64,7
96,1
128,6
1383.19,1
1378.45,5
1152.87,1
1148.65,5
96,1
128,5
809.477,1
804.203,5
72,1
128,5
96,1
128,7
36,1
1378.16,6
1383.19,1
1378.45,5
1152.87,1
1148.65,5
72,1
1378.18,5
809.477,1
804.203,5
54,1
1378.17,5
72,1
1378.18,7
8183.86,1
8169.62,5
30,1
1998.43,6
12156.7,1
12155.1,5
8215.98,1
8214.41,5
6258.48,3
